# GRAPHICS.PAK resource catalog
# Source: @react95/icons 2.5.3
# Entries: 975
# name,width,height,source
Msnsetup1,32,32,Msnsetup1_32x32_8.png
Msnsign100,32,32,Msnsign100_32x32_4.png
Msnsign4001,32,32,Msnsign4001_32x32_4.png
MsnsignIcoApp,32,32,MsnsignIcoApp_32x32_4.png
Msnstart1,32,32,Msnstart1_32x32_8.png
Msnstart100,32,32,Msnstart100_32x32_4.png
Msnstart110,32,32,Msnstart110_32x32_4.png
Msnstart120,32,32,Msnstart120_32x32_4.png
Msnsvc3000,32,32,Msnsvc3000_32x32_4.png
Mspaint,32,32,Mspaint_32x32_4.png
Msrating102,32,32,Msrating102_32x32_4.png
Msrating103,32,32,Msrating103_32x32_4.png
Msrating104,32,32,Msrating104_32x32_4.png
Msrating105,32,32,Msrating105_32x32_4.png
Msrating106,32,32,Msrating106_32x32_4.png
Msrating107,32,32,Msrating107_32x32_4.png
Msrating108,32,32,Msrating108_32x32_4.png
Msrating109,32,32,Msrating109_32x32_4.png
Msvfw32943,32,32,Msvfw32943_32x32_4.png
Mute,32,32,Mute_32x32_4.png
MystifyYourMind100,32,32,MystifyYourMind100_32x32_4.png
Netwatch101,32,32,Netwatch101_32x32_4.png
Network,32,32,Network_32x32_4.png
Network2,32,32,Network2_32x32_4.png
Network3,32,32,Network3_32x32_4.png
New,16,16,New_16x16_4.png
New16,16,16,New16_16x16_4.png
Notepad,32,32,Notepad_32x32_4.png
Notepad1,32,32,Notepad1_32x32_4.png
Notepad2,32,32,Notepad2_32x32_4.png
NumPage,16,16,NumPage_16x16_4.png
Nwnp32FolderIcon,32,32,Nwnp32FolderIcon_32x32_4.png
Nwnp32PrinterIcon,32,32,Nwnp32PrinterIcon_32x32_4.png
Nwnp32ServerIcon,32,32,Nwnp32ServerIcon_32x32_4.png
Nwnp32WrkgrpIcon,32,32,Nwnp32WrkgrpIcon_32x32_4.png
Oidis400Seqfileicon,32,32,Oidis400Seqfileicon_32x32_4.png
Oislb400DcScanIco,32,32,Oislb400DcScanIco_32x32_4.png
Oiui400Imgstamp,32,32,Oiui400Imgstamp_32x32_4.png
Oiui400Textstamp,32,32,Oiui400Textstamp_32x32_4.png
Ole328,32,32,Ole328_32x32_4.png
Open,16,16,Open_16x16_4.png
Optional3000,32,32,Optional3000_32x32_4.png
OrderAs,16,16,OrderAs_16x16_4.png
OrderDs,16,16,OrderDs_16x16_4.png
Packager,32,32,Packager_32x32_4.png
Packager1,32,32,Packager1_32x32_4.png
ParaBul,16,16,ParaBul_16x16_4.png
ParaNum,16,16,ParaNum_16x16_4.png
Password100,32,32,Password100_32x32_4.png
Password1000,32,32,Password1000_32x32_4.png
Password1010,32,32,Password1010_32x32_4.png
Paste,16,16,Paste_16x16_4.png
Pbrush1,32,32,Pbrush1_32x32_4.png
Pen,16,16,Pen_16x16_4.png
Person116,16,16,Person116_16x16_4.png
Phone,32,32,Phone_32x32_4.png
Phone2,32,32,Phone2_32x32_4.png
Playd16,16,16,Playd16_16x16_4.png
Playp16,16,16,Playp16_16x16_4.png
Plugin,32,32,Plugin_32x32_4.png
Plugin2,32,32,Plugin2_32x32_4.png
Powercfg205,32,32,Powercfg205_32x32_4.png
Powercfg210,32,32,Powercfg210_32x32_4.png
Powercfg211,32,32,Powercfg211_32x32_4.png
PowerOff,32,32,PowerOff_32x32_4.png
PowerOn,32,32,PowerOn_32x32_4.png
Print,16,16,Print_16x16_4.png
Print2,16,16,Print2_16x16_4.png
Printer,32,32,Printer_32x32_4.png
PrinterCalendar,32,32,PrinterCalendar_32x32_4.png
PrinterDrive,32,32,PrinterDrive_32x32_4.png
PrinterShared,32,32,PrinterShared_32x32_4.png
ProdinvMyicon,32,32,ProdinvMyicon_32x32_4.png
Progman1,32,32,Progman1_32x32_4.png
Progman10,32,32,Progman10_32x32_4.png
Progman11,32,32,Progman11_32x32_4.png
Progman12,32,32,Progman12_32x32_4.png
Progman13,32,32,Progman13_32x32_4.png
Progman14,32,32,Progman14_32x32_4.png
Progman15,32,32,Progman15_32x32_4.png
Progman16,32,32,Progman16_32x32_4.png
Progman17,32,32,Progman17_32x32_4.png
Progman18,32,32,Progman18_32x32_4.png
Progman19,32,32,Progman19_32x32_4.png
Progman2,32,32,Progman2_32x32_4.png
Progman20,32,32,Progman20_32x32_4.png
Progman21,32,32,Progman21_32x32_4.png
Progman22,32,32,Progman22_32x32_4.png
Progman23,32,32,Progman23_32x32_4.png
Progman24,32,32,Progman24_32x32_4.png
Progman25,32,32,Progman25_32x32_4.png
Progman26,32,32,Progman26_32x32_4.png
Progman27,32,32,Progman27_32x32_4.png
Progman28,32,32,Progman28_32x32_4.png
Progman29,32,32,Progman29_32x32_4.png
Progman3,32,32,Progman3_32x32_4.png
Progman30,32,32,Progman30_32x32_4.png
Progman31,32,32,Progman31_32x32_4.png
Progman32,32,32,Progman32_32x32_4.png
Progman33,32,32,Progman33_32x32_4.png
Progman34,32,32,Progman34_32x32_4.png
Progman35,32,32,Progman35_32x32_4.png
Progman36,32,32,Progman36_32x32_4.png
Progman37,32,32,Progman37_32x32_4.png
Progman38,32,32,Progman38_32x32_4.png
Progman39,32,32,Progman39_32x32_4.png
Progman4,32,32,Progman4_32x32_4.png
Progman40,32,32,Progman40_32x32_4.png
Progman41,32,32,Progman41_32x32_4.png
Progman42,32,32,Progman42_32x32_4.png
Progman43,32,32,Progman43_32x32_4.png
Progman44,32,32,Progman44_32x32_4.png
Progman45,32,32,Progman45_32x32_4.png
Progman46,32,32,Progman46_32x32_4.png
Progman5,32,32,Progman5_32x32_4.png
Progman6,32,32,Progman6_32x32_4.png
Progman7,32,32,Progman7_32x32_4.png
Progman8,32,32,Progman8_32x32_4.png
Progman9,32,32,Progman9_32x32_4.png
Props,16,16,Props_16x16_4.png
Pshbtn,16,16,Pshbtn_16x16_4.png
Qfecheck111,32,32,Qfecheck111_32x32_4.png
Quartz100,32,32,Quartz100_32x32_4.png
Quartz101,32,32,Quartz101_32x32_4.png
Quartz102,32,32,Quartz102_32x32_4.png
Quartz103,32,32,Quartz103_32x32_4.png
Quartz200,32,32,Quartz200_32x32_4.png
Quartz201,32,32,Quartz201_32x32_4.png
Quartz202,32,32,Quartz202_32x32_4.png
Quartz203,32,32,Quartz203_32x32_4.png
Quartz300,32,32,Quartz300_32x32_4.png
Quartz301,32,32,Quartz301_32x32_4.png
QuestionBubble,32,32,QuestionBubble_32x32_32.png
Quikview1,32,32,Quikview1_32x32_4.png
Quikview2,32,32,Quikview2_32x32_4.png
Quikview3,32,32,Quikview3_32x32_4.png
Quikview4,32,32,Quikview4_32x32_4.png
Raplayer801,32,32,Raplayer801_32x32_4.png
Rasapi32100,32,32,Rasapi32100_32x32_4.png
Rasapi32101,32,32,Rasapi32101_32x32_4.png
Rasapi32102,32,32,Rasapi32102_32x32_4.png
Rasapi32103,32,32,Rasapi32103_32x32_4.png
Rasapi32104,32,32,Rasapi32104_32x32_4.png
ReaderCd,32,32,ReaderCd_32x32_4.png
ReaderCd2,32,32,ReaderCd2_32x32_4.png
ReaderClosed,32,32,ReaderClosed_32x32_4.png
ReaderDisket,32,32,ReaderDisket_32x32_4.png
ReaderDisket2,32,32,ReaderDisket2_32x32_4.png
ReaderDisketCasset,32,32,ReaderDisketCasset_32x32_4.png
ReaderEject,32,32,ReaderEject_32x32_4.png
ReaderNoshared,32,32,ReaderNoshared_32x32_4.png
ReaderOpened,32,32,ReaderOpened_32x32_4.png
ReaderShared,32,32,ReaderShared_32x32_4.png
RecycleEmpty,32,32,RecycleEmpty_32x32_4.png
RecycleFile,32,32,RecycleFile_32x32_4.png
RecycleFilefolder,32,32,RecycleFilefolder_32x32_4.png
RecycleFolder,32,32,RecycleFolder_32x32_4.png
RecycleFull,32,32,RecycleFull_32x32_4.png
Redo,16,16,Redo_16x16_4.png
Refresh,16,16,Refresh_16x16_4.png
Regedit,32,32,Regedit_32x32_4.png
Regedit100,32,32,Regedit100_32x32_4.png
Regedit101,32,32,Regedit101_32x32_4.png
Regedit102,32,32,Regedit102_32x32_4.png
Regedit201,16,16,Regedit201_16x16_4.png
Regedit202,16,16,Regedit202_16x16_4.png
Regedit203,16,16,Regedit203_16x16_4.png
Regedit204,16,16,Regedit204_16x16_4.png
Regedit205,16,16,Regedit205_16x16_4.png
Regedit206,16,16,Regedit206_16x16_4.png
Regwiz117,32,32,Regwiz117_32x32_4.png
Regwiz122,32,32,Regwiz122_32x32_4.png
Regwiz127,32,32,Regwiz127_32x32_4.png
Regwiz129,32,32,Regwiz129_32x32_4.png
Right,16,16,Right_16x16_4.png
Rnaapp100,32,32,Rnaapp100_32x32_4.png
Rnaapp101,32,32,Rnaapp101_32x32_4.png
Rnaapp102,32,32,Rnaapp102_32x32_4.png
Rnaapp110,16,16,Rnaapp110_16x16_4.png
Rnaapp111,16,16,Rnaapp111_16x16_4.png
Rnaapp112,16,16,Rnaapp112_16x16_4.png
Rnaapp113,16,16,Rnaapp113_16x16_4.png
Rnaapp114,16,16,Rnaapp114_16x16_4.png
Rnanp100,32,32,Rnanp100_32x32_4.png
Rnaui100,32,32,Rnaui100_32x32_4.png
Rnaui101,32,32,Rnaui101_32x32_4.png
Rnaui102,32,32,Rnaui102_32x32_4.png
Rnaui103,32,32,Rnaui103_32x32_4.png
Rnaui104,32,32,Rnaui104_32x32_4.png
Rnaui105,32,32,Rnaui105_32x32_4.png
Rnaui106,32,32,Rnaui106_32x32_4.png
Rsrcmtr100,32,32,Rsrcmtr100_32x32_4.png
Rsrcmtr121,16,16,Rsrcmtr121_16x16_4.png
Rsrcmtr122,16,16,Rsrcmtr122_16x16_4.png
Rsrcmtr123,16,16,Rsrcmtr123_16x16_4.png
Rsrcmtr124,16,16,Rsrcmtr124_16x16_4.png
Rsrcmtr125,16,16,Rsrcmtr125_16x16_4.png
Rsrcmtr126,16,16,Rsrcmtr126_16x16_4.png
Rsrcmtr127,16,16,Rsrcmtr127_16x16_4.png
Rsrcmtr128,16,16,Rsrcmtr128_16x16_4.png
Rsrcmtr129,16,16,Rsrcmtr129_16x16_4.png
Rsrcmtr130,16,16,Rsrcmtr130_16x16_4.png
Rsrcmtr131,16,16,Rsrcmtr131_16x16_4.png
Rsrcmtr132,16,16,Rsrcmtr132_16x16_4.png
Rsrcmtr133,16,16,Rsrcmtr133_16x16_4.png
Rundll1,32,32,Rundll1_32x32_4.png
Runonce106,32,32,Runonce106_32x32_4.png
Save,16,16,Save_16x16_4.png
Scandskw1,32,32,Scandskw1_32x32_4.png
SccviewIcon,32,32,SccviewIcon_32x32_4.png
ScrollingMarquee100,32,32,ScrollingMarquee100_32x32_4.png
Sendmail2001,32,32,Sendmail2001_32x32_4.png
Settings,32,32,Settings_32x32_4.png
Setupslt3000,32,32,Setupslt3000_32x32_4.png
Shdocvw256,32,32,Shdocvw256_32x32_4.png
Shdocvw257,32,32,Shdocvw257_32x32_8.png
Shdocvw258,32,32,Shdocvw258_32x32_4.png
Shdocvw259,32,32,Shdocvw259_32x32_4.png
Shdocvw260,32,32,Shdocvw260_32x32_4.png
Shdocvw261,16,16,Shdocvw261_16x16_4.png
Shdocvw262,32,32,Shdocvw262_32x32_4.png
Shdocvw272,32,32,Shdocvw272_32x32_4.png
Shdocvw273,32,32,Shdocvw273_32x32_4.png
Shdocvw274,16,16,Shdocvw274_16x16_4.png
Shdocvw275,16,16,Shdocvw275_16x16_4.png
Shell321,32,32,Shell321_32x32_4.png
Shell3210,32,32,Shell3210_32x32_4.png
Shell3211,32,32,Shell3211_32x32_4.png
Shell3212,32,32,Shell3212_32x32_4.png
Shell3213,32,32,Shell3213_32x32_4.png
Shell32133,32,32,Shell32133_32x32_4.png
Shell32134,32,32,Shell32134_32x32_4.png
Shell32135,32,32,Shell32135_32x32_4.png
Shell32136,32,32,Shell32136_32x32_4.png
Shell32137,32,32,Shell32137_32x32_4.png
Shell32138,32,32,Shell32138_32x32_4.png
Shell32139,32,32,Shell32139_32x32_4.png
Shell3214,32,32,Shell3214_32x32_4.png
Shell32140,32,32,Shell32140_32x32_4.png
Shell32141,32,32,Shell32141_32x32_4.png
Shell32142,32,32,Shell32142_32x32_4.png
Shell32143,32,32,Shell32143_32x32_4.png
Shell32144,32,32,Shell32144_32x32_4.png
Shell32145,32,32,Shell32145_32x32_4.png
Shell32146,32,32,Shell32146_32x32_4.png
Shell32147,32,32,Shell32147_32x32_4.png
Shell32148,32,32,Shell32148_32x32_4.png
Shell3215,32,32,Shell3215_32x32_4.png
Shell32151,32,32,Shell32151_32x32_4.png
Shell32152,32,32,Shell32152_32x32_4.png
Shell32153,32,32,Shell32153_32x32_4.png
Shell32154,32,32,Shell32154_32x32_4.png
Shell32155,32,32,Shell32155_32x32_4.png
Shell32156,32,32,Shell32156_32x32_4.png
Shell3216,32,32,Shell3216_32x32_4.png
Shell32160,32,32,Shell32160_32x32_4.png
Shell32161,32,32,Shell32161_32x32_4.png
Shell32165,32,32,Shell32165_32x32_4.png
Shell32166,32,32,Shell32166_32x32_4.png
Shell32167,32,32,Shell32167_32x32_4.png
Shell32168,32,32,Shell32168_32x32_4.png
Shell32169,32,32,Shell32169_32x32_4.png
Shell3217,32,32,Shell3217_32x32_4.png
Shell32170,32,32,Shell32170_32x32_4.png
Shell3218,32,32,Shell3218_32x32_4.png
Shell3219,32,32,Shell3219_32x32_4.png
Shell322,32,32,Shell322_32x32_4.png
Shell3220,32,32,Shell3220_32x32_4.png
Shell3221,32,32,Shell3221_32x32_4.png
Shell3222,32,32,Shell3222_32x32_4.png
Shell3223,32,32,Shell3223_32x32_4.png
Shell3224,32,32,Shell3224_32x32_4.png
Shell3225,32,32,Shell3225_32x32_4.png
Shell3226,32,32,Shell3226_32x32_4.png
Shell3227,32,32,Shell3227_32x32_4.png
Shell3228,32,32,Shell3228_32x32_4.png
Shell3229,32,32,Shell3229_32x32_4.png
Shell323,32,32,Shell323_32x32_4.png
Shell3230,32,32,Shell3230_32x32_4.png
Shell3231,32,32,Shell3231_32x32_4.png
Shell3232,32,32,Shell3232_32x32_4.png
Shell3233,32,32,Shell3233_32x32_4.png
Shell3234,32,32,Shell3234_32x32_4.png
Shell3235,32,32,Shell3235_32x32_4.png
Shell3236,32,32,Shell3236_32x32_4.png
Shell3237,32,32,Shell3237_32x32_4.png
Shell3238,32,32,Shell3238_32x32_4.png
Shell3239,32,32,Shell3239_32x32_4.png
Shell324,32,32,Shell324_32x32_4.png
Shell3240,32,32,Shell3240_32x32_4.png
Shell3241,32,32,Shell3241_32x32_4.png
Shell3242,32,32,Shell3242_32x32_4.png
Shell325,32,32,Shell325_32x32_4.png
Shell326,32,32,Shell326_32x32_4.png
Shell327,32,32,Shell327_32x32_4.png
Shell328,32,32,Shell328_32x32_4.png
Shell329,32,32,Shell329_32x32_4.png
Shortcut,32,32,Shortcut_32x32_4.png
Shortcut2,32,32,Shortcut2_32x32_4.png
Shscrap100,32,32,Shscrap100_32x32_4.png
Signup,32,32,Signup_32x32_4.png
Smmscrpt100,32,32,Smmscrpt100_32x32_4.png
Sndrec3210,32,32,Sndrec3210_32x32_4.png
Sndrec3215,32,32,Sndrec3215_32x32_4.png
Sndrec3216,32,32,Sndrec3216_32x32_4.png
Sndvol32300,32,32,Sndvol32300_32x32_4.png
Sndvol32301,32,32,Sndvol32301_32x32_4.png
Sndvol32302,32,32,Sndvol32302_32x32_4.png
Sndvol32303,32,32,Sndvol32303_32x32_4.png
Sndvol32304,32,32,Sndvol32304_32x32_4.png
Sol1,32,32,Sol1_32x32_4.png
Spellchk,16,16,Spellchk_16x16_4.png
Star,32,32,Star_32x32_4.png
Svrworld,16,16,Svrworld_16x16_4.png
Swinst53000,32,32,Swinst53000_32x32_4.png
Syncui120,32,32,Syncui120_32x32_4.png
Syncui121,32,32,Syncui121_32x32_4.png
Syncui122,32,32,Syncui122_32x32_4.png
Syncui123,32,32,Syncui123_32x32_4.png
Syncui124,32,32,Syncui124_32x32_4.png
Syncui125,32,32,Syncui125_32x32_4.png
Syncui126,32,32,Syncui126_32x32_4.png
Syncui127,32,32,Syncui127_32x32_4.png
Syncui128,32,32,Syncui128_32x32_4.png
Syncui129,32,32,Syncui129_32x32_4.png
Syncui130,32,32,Syncui130_32x32_4.png
Syncui131,32,32,Syncui131_32x32_4.png
Syncui132,32,32,Syncui132_32x32_4.png
Syncui135,32,32,Syncui135_32x32_4.png
Sysedit1,32,32,Sysedit1_32x32_4.png
Sysedit2,64,64,Sysedit2_64x64_1.png
Sysmon1000,32,32,Sysmon1000_32x32_4.png
SysPackage,32,32,SysPackage_32x32_4.png
Systray200,32,32,Systray200_32x32_4.png
Systray210,16,16,Systray210_16x16_4.png
Systray220,16,16,Systray220_16x16_4.png
Systray221,16,16,Systray221_16x16_4.png
Systray300,32,32,Systray300_32x32_4.png
Systray301,32,32,Systray301_32x32_4.png
Systray302,32,32,Systray302_32x32_4.png
Systray303,32,32,Systray303_32x32_4.png
Systray304,32,32,Systray304_32x32_4.png
Systray305,32,32,Systray305_32x32_4.png
Systray306,32,32,Systray306_32x32_4.png
Taskman100,32,32,Taskman100_32x32_4.png
Textchat,32,32,Textchat_32x32_4.png
Textchat2,32,32,Textchat2_32x32_4.png
Tick,16,16,Tick_16x16_4.png
Time,16,16,Time_16x16_4.png
Timedate,32,32,Timedate_32x32_4.png
Timedate200,32,32,Timedate200_32x32_4.png
TimerFont,32,32,TimerFont_32x32_4.png
Toupper,16,16,Toupper_16x16_4.png
Tour1,32,32,Tour1_32x32_4.png
Tree,32,32,Tree_32x32_4.png
Tssoft3210,32,32,Tssoft3210_32x32_4.png
Twunk32TwunkIcon,32,32,Twunk32TwunkIcon_32x32_4.png
Ulclient1002,32,32,Ulclient1002_32x32_4.png
Ulclient1235,32,32,Ulclient1235_32x32_4.png
Underlne,16,16,Underlne_16x16_4.png
Undo,16,16,Undo_16x16_4.png
Uninst1000,32,32,Uninst1000_32x32_4.png
Uninstall,32,32,Uninstall_32x32_4.png
Unmute,32,32,Unmute_32x32_4.png
Url102,32,32,Url102_32x32_4.png
Url103,32,32,Url103_32x32_4.png
Url104,32,32,Url104_32x32_4.png
Url105,32,32,Url105_32x32_4.png
Url1102,32,32,Url1102_32x32_4.png
Url1103,32,32,Url1103_32x32_4.png
Url1104,32,32,Url1104_32x32_4.png
Url1105,32,32,Url1105_32x32_4.png
User,32,32,User_32x32_4.png
User1,32,32,User1_32x32_4.png
User2,32,32,User2_32x32_4.png
User3,32,32,User3_32x32_4.png
User4,32,32,User4_32x32_4.png
User5,32,32,User5_32x32_4.png
User6,32,32,User6_32x32_4.png
User7,32,32,User7_32x32_4.png
Voxplay3000,32,32,Voxplay3000_32x32_4.png
Vvexe321,32,32,Vvexe321_32x32_4.png
Wab321010,32,32,Wab321010_32x32_4.png
Wab321011,32,32,Wab321011_32x32_4.png
Wab321012,32,32,Wab321012_32x32_4.png
Wab321013,32,32,Wab321013_32x32_4.png
Wab321014,32,32,Wab321014_32x32_4.png
Wab321015,32,32,Wab321015_32x32_4.png
Wab321016,32,32,Wab321016_32x32_4.png
Wab321017,32,32,Wab321017_32x32_4.png
Wab321018,32,32,Wab321018_32x32_4.png
Wab321019,32,32,Wab321019_32x32_4.png
Wab321020,32,32,Wab321020_32x32_4.png
Wangimg128,32,32,Wangimg128_32x32_4.png
Wangimg129,32,32,Wangimg129_32x32_4.png
Wangimg130,32,32,Wangimg130_32x32_4.png
Warning,32,32,Warning_32x32_4.png
WebLink,16,16,WebLink_16x16_4.png
WebOpen,16,16,WebOpen_16x16_4.png
Websrch,16,16,Websrch_16x16_4.png
WebTxfr,16,16,WebTxfr_16x16_4.png
Wgpocpl128,32,32,Wgpocpl128_32x32_4.png
What,16,16,What_16x16_4.png
WindowAbc,32,32,WindowAbc_32x32_4.png
WindowAccessibility,32,32,WindowAccessibility_32x32_4.png
WindowGraph,32,32,WindowGraph_32x32_4.png
WindowsExplorer,32,32,WindowsExplorer_32x32_4.png
Winfile1,32,32,Winfile1_32x32_4.png
Winfile2,32,32,Winfile2_32x32_4.png
Winfile3,32,32,Winfile3_32x32_4.png
Winfile4,32,32,Winfile4_32x32_4.png
Winhlp324000,32,32,Winhlp324000_32x32_4.png
Winhlp324001,32,32,Winhlp324001_32x32_4.png
Winhlp324002,32,32,Winhlp324002_32x32_4.png
Wininet32546,32,32,Wininet32546_32x32_4.png
Winmine1,32,32,Winmine1_32x32_4.png
Winpopup1,32,32,Winpopup1_32x32_4.png
Winpopup2,32,32,Winpopup2_32x32_4.png
Winpopup3,32,32,Winpopup3_32x32_4.png
Wintrust103,32,32,Wintrust103_32x32_4.png
Wmsui321000,32,32,Wmsui321000_32x32_4.png
Wmsui321001,32,32,Wmsui321001_32x32_4.png
Wmsui321306,32,32,Wmsui321306_32x32_4.png
Wmsui322219,32,32,Wmsui322219_32x32_4.png
Wmsui322220,32,32,Wmsui322220_32x32_4.png
Wmsui322221,32,32,Wmsui322221_32x32_4.png
Wmsui322223,32,32,Wmsui322223_32x32_4.png
Wmsui322224,32,32,Wmsui322224_32x32_4.png
Wmsui322225,32,32,Wmsui322225_32x32_4.png
Wmsui322226,32,32,Wmsui322226_32x32_4.png
Wmsui323911,32,32,Wmsui323911_32x32_4.png
Wmsui323912,32,32,Wmsui323912_32x32_4.png
Wmsui323919,32,32,Wmsui323919_32x32_4.png
Wmsui323920,32,32,Wmsui323920_32x32_4.png
Wmsui323924,32,32,Wmsui323924_32x32_4.png
Wmsui323926,32,32,Wmsui323926_32x32_4.png
Wmsui323929,16,16,Wmsui323929_16x16_4.png
Wmsui323934,32,32,Wmsui323934_32x32_4.png
Wmsui323935,16,16,Wmsui323935_16x16_4.png
Wmsui323936,16,16,Wmsui323936_16x16_4.png
Wmsui323938,32,32,Wmsui323938_32x32_4.png
Wmsui325084,32,32,Wmsui325084_32x32_4.png
Wmsui325085,32,32,Wmsui325085_32x32_4.png
Wmsui325086,32,32,Wmsui325086_32x32_4.png
Wmsui325087,32,32,Wmsui325087_32x32_4.png
Wmsui325900,32,32,Wmsui325900_32x32_4.png
Wmsui325901,32,32,Wmsui325901_32x32_4.png
Wordpad,32,32,Wordpad_32x32_4.png
Write1,32,32,Write1_32x32_4.png
